,Unnamed: 0,Armond Review,Tomatometer Review,Tomatometer Score,Quote,Publication Name,Movie,Date,Genres
332,332,rotten,certified-fresh,79.0,Captain Marvel gives political cartoons a bad name.,National Review,Captain Marvel,2019-03-21,"['Action', 'Adventure', 'Science Fiction']"
333,333,rotten,certified-fresh,93.0,"Despite stretching irrelevant similarities between Welles's sketchbooks and his great films (comparisons that are fun to watch rather than enlightening), Cousins's political focus misses the moral core of Welles's art.",National Review,The Eyes of Orson Welles,2019-03-15,['Documentary']
334,334,rotten,certified-fresh,95.0,Petzold's Casablanca-meets-Kafka exercise is a world-weary cliché.,National Review,Transit,2019-03-13,"['Crime', 'Action', 'Thriller']"
335,335,fresh,fresh,61.0,"This isn't the top of Jordan's oeuvre, but sometimes movies gain fascination for the way they absorb and reflect the day's social currents, including our media-inspired anxiety.",National Review,Greta,2019-03-01,"['Mystery', 'Horror', 'Thriller']"
336,336,rotten,certified-fresh,92.0,Patronizes European modernity and turns it into soft-core kitsch.,National Review,Cold War,2019-02-22,"['War', 'Drama', 'Music', 'Romance']"
337,337,rotten,certified-fresh,77.0,"How ironic that [Florian Henckel von Donnersmarck's] film about an artist figure uses a storytelling style that sidesteps artistic innovation and never challenges comfortable taste... Never Look Away is, at best, decorative art.",National Review,Never Look Away,2019-02-22,"['Romance', 'Drama', 'Thriller']"
338,338,fresh,certified-fresh,83.0,"Sorry Angel continues Chéreau's daring panorama of homosexual humanity with emphasis on moral consciousness, complete with the contradictions of desire and practicality.",National Review,Sorry Angel,2019-02-15,['Drama']
339,339,fresh,certified-fresh,82.0,"In this parody of the hard-boiled-detective genre, Ruben Brandt, Collector further connects art, film, and animation, mapping out the idea of self-discovery and personal relations through culture.",National Review,"Ruben Brandt, Collector",2019-02-14,"['Animation', 'Crime', 'Action', 'Thriller']"
340,340,fresh,fresh,91.0,"Chen gives a fairy-tale tone to this ghost story yet always goes deeper into the issues of love, death, trust and envy, loyalty and betrayal.",National Review,Legend of the Demon Cat,2019-02-08,"['Mystery', 'Drama', 'Fantasy']"
341,341,fresh,certified-fresh,90.0,I celebrate the catharsis of Cell Block 99 for dramatizing the personal virtues imperiled by venal officials and partisan social arbiters as well as by fate.,National Review,Brawl in Cell Block 99,2019-02-05,"['Crime', 'Action', 'Thriller']"
342,342,rotten,rotten,22.0,"This remake is the sort of claptrap that used to be called a B-movie, or a straight-to-video release, yet its half-seriousness falls just short of nonsense.",National Review,Miss Bala,2019-02-01,['Action']
343,343,fresh,rotten,21.0,Serenity dares a moral reckoning worthy of [director Steven] Knight's predecessors... Serenity -- a film about a man chased by his conscience -- is Knight's dream narrative.,National Review,Serenity,2019-01-30,"['Thriller', 'Action', 'Adventure', 'Science Fiction']"
344,344,fresh,certified-fresh,90.0,"The Image Book considers nothing less than the irony of classical art in competition with political reality. It's a poetic analysis that achieves its power through metaphor and allusion, linking not-random images to specific mythic resonance.",National Review,The Image Book,2019-01-25,"['Drama', 'Documentary']"
345,345,rotten,rotten,37.0,"In Glass, Shyamalan ups the exploitative ante -- adding social collapse to serial-killer-threat and girl-victim dread.",National Review,Glass,2019-01-22,"['Drama', 'Thriller', 'Science Fiction']"
346,346,rotten,certified-fresh,86.0,It's a gender-role tantrum rather than an exploration of gender-role consciousness.,National Review,The Wife,2019-01-16,['Drama']
347,347,rotten,certified-fresh,97.0,"[Director RaMell Ross'] aesthetic is strictly observational, like watching animals in their native habitat, the American zoo. Through class difference and intellectual distance, Ross treats the down-home folk like creatures.",National Review,"Hale County This Morning, This Evening",2019-01-11,['Documentary']
348,348,fresh,certified-fresh,79.0,"Profound, worthy of the previous Van Gogh salutes by Minnelli, Altman, Pialat, and Kurosawa. Schnabel subtly salutes Van Gogh's perseverance by understanding his need to paint in spite of the cruel, stupid, wicked ignorance of his world.",National Review,At Eternity's Gate,2019-01-04,['Drama']
349,349,rotten,certified-fresh,80.0,"No one asked for Mary Poppins's return to modern consciousness, but her reappearance unmistakably proves that Hollywood Boomers are desperate to justify their own mediocrity through nostalgic sentiment.",National Review,Mary Poppins Returns,2019-01-03,"['Comedy', 'Fantasy', 'Family']"
350,350,rotten,fresh,65.0,"Aquaman, as directed by James Wan and reconceived by Warners executives chasing after Marvel's jackpot, is all about copycat desperation -- and shrillness.",National Review,Aquaman,2019-01-02,"['Action', 'Adventure', 'Fantasy']"
351,351,fresh,fresh,70.0,"Movie classicism -- the practice of traditional craft -- has become rare, and The Mule is the year's best example of modest excellence.",National Review,The Mule,2018-12-28,"['Crime', 'Drama', 'Thriller']"
352,352,rotten,rotten,34.0,"Modern Hollywood isn't good at exploring individual consciousness, but Zemeckis's usual emphasis on special effects and maudlin emotion might be worse. Augmented Reality keeps replacing Hogancamp's story with distracting technological fluff.",National Review,Welcome to Marwen,2018-12-21,"['Drama', 'Comedy', 'Fantasy']"
353,353,fresh,fresh,60.0,"The House That Jack Built isn't entirely likable, but, as civilization crumbles, Von Trier's nervy provocation has got an undeniable point.",National Review,The House That Jack Built,2018-12-19,"['Crime', 'Drama', 'Horror', 'Thriller']"
354,354,fresh,certified-fresh,88.0,"Bernal is too old to play ingénue, but his commitment to the film's genuine if sophomoric passion is laudable. The film's deep patriotism is remarkable.",National Review,Museo,2018-12-17,"['Crime', 'Drama']"
355,355,rotten,certified-fresh,96.0,"I can't recall another art movie so openly patronizing toward its subject, yet so self-flattering of its maker's largesse.",National Review,Roma,2018-12-17,['Drama']
356,356,rotten,certified-fresh,97.0,The temerity of retelling a Spider-Man tale by pandering to the nonwhite demographic (and those who flatter themselves for condescending to it) reveals how brazen the media have become.,National Review,Spider-Man: Into the Spider-Verse,2018-12-14,"['Animation', 'Action', 'Adventure', 'Science Fiction']"
357,357,rotten,certified-fresh,99.0,"In prioritizing political experience over religious faith, Pollack's documentary misses the heart and genius of Franklin's art.",National Review,Amazing Grace,2018-12-11,['Drama']
358,358,rotten,fresh,68.0,Beautiful Boy is distracted from the very problem it hopes to expose... [The filmmakers] insist on depicting the contemporary crisis as a sun-dappled disturbance of otherwise swanky American complaisance.,National Review,Beautiful Boy,2018-12-05,['Drama']
359,359,fresh,fresh,62.0,Vox Lux has moments of startling and expressive individual yearning within the millennium's darkness.,National Review,Vox Lux,2018-12-05,"['Music', 'Drama']"
360,360,rotten,certified-fresh,95.0,"Jenkins's Beale Street is not sensual or idealistic enough, and it feels thoroughly inauthentic.",National Review,If Beale Street Could Talk,2018-11-30,"['Drama', 'Romance']"
361,361,rotten,certified-fresh,93.0,This sick parody of political ambition suggests a Vice Media version of a corrupted Merchant Ivory film -- Anglophilia that is fascinated by the worst of British eccentricity.,National Review,The Favourite,2018-11-29,"['Drama', 'Comedy', 'Thriller']"
362,362,rotten,certified-fresh,89.0,"The film's self-pleasing, self-loathing ""smartness"" makes this wannabe epic -- a story of things half-believed that yet cause Americans to quake -- a gruesome landmark of movies in 2018.",National Review,The Ballad of Buster Scruggs,2018-11-26,"['Drama', 'Comedy', 'Western']"
363,363,rotten,certified-fresh,77.0,Green Book is so heavy with seriousness that any humor about the essential qualities the men share -- or that complement their unlikely friendship -- is lost. This misjudgment fails to reverse the lachrymose gimmick of Driving Miss Daisy.,National Review,Green Book,2018-11-16,"['Drama', 'Comedy']"
364,364,rotten,certified-fresh,91.0,McQueen always uses film pretentiously. Widows belongs to his edgy genre of queasy art projects masquerading as movies.,National Review,Widows,2018-11-09,"['Crime', 'Thriller']"
365,365,rotten,rotten,58.0,"The Front Runner isn't morally penetrating, like Chappaquiddick, nor is it as offensive as Truth, the 60 Minutes scam biopic in 2014, but it still ends up as liberal Hollywood mush.",National Review,The Front Runner,2018-11-08,"['Drama', 'History']"
366,366,rotten,fresh,78.0,"At two and a quarter hours, Scarred Hearts recalls the miserable overlong 2005 Romanian film The Death of Mr. Lazarescu.",National Review,Scarred Hearts,2018-11-06,['Drama']
367,367,rotten,certified-fresh,79.0,"The clowning, overly cheery insincerity of Mamma Mia: Here We Go Again diminishes one of the peaks of Western pop culture.",National Review,Mamma Mia! Here We Go Again,2018-11-06,"['Comedy', 'Romance']"
368,368,rotten,certified-fresh,97.0,Each successive Mission: Impossible movie takes us further away from understanding the politics and morality of espionage.,National Review,Mission: Impossible - Fallout,2018-11-06,"['Action', 'Adventure']"
369,369,fresh,certified-fresh,75.0,"Its wit, poise, reflection, and irony surpass such junk as Crazy Rich Asians and Get Out, making Mom and Dad the most American of American movies this year.",National Review,Mom and Dad,2018-11-06,"['Comedy', 'Horror', 'Thriller']"
370,370,rotten,certified-fresh,86.0,"A better, sharper documentary would clearly set out the difference between the revelation of eminent people privately pursuing their natural drives and the degradation of human exploitation.",National Review,Scotty and the Secret History of Hollywood,2018-11-06,['Documentary']
371,371,rotten,certified-fresh,96.0,"BlacKkKlansman is a poor detective tale and simple-minded Millennial noir because Stallworth's exposé of a sect of American racists and terrorist (all unhealthy-looking white miscreants) never feels like discovery, just a continuation of his hip cynicism.",National Review,BlacKkKlansman,2018-11-06,"['Crime', 'Drama', 'Comedy', 'History']"
372,372,fresh,certified-fresh,91.0,This realistic sense of female perseverance -- not supplication -- goes beyond prescribed political correctness.,National Review,Support the Girls,2018-11-06,"['Drama', 'Comedy']"
373,373,rotten,fresh,60.0,"As a backstage story, Bohemian Rhapsody doesn't live up to its bohemian, post-glam-rock promise.",National Review,Bohemian Rhapsody,2018-11-02,"['Music', 'Drama', 'History']"
374,374,rotten,rotten,57.0,This film's view of the social demoralization felt by no-hope white youth who follow the luckless moves of disadvantaged black youth is condescending. It makes fetish objects of them all.,National Review,White Boy Rick,2018-11-02,"['Crime', 'Drama']"
375,375,fresh,fresh,63.0,"This documentary, directed by Tabbert Fiiller... features the good fun of Lydon's raconteur rants and his willingness to always up-end expectations.",National Review,The Public Image Is Rotten,2018-11-02,"['Music', 'Documentary']"
376,376,rotten,fresh,74.0,Levinson's sexual and generational politics are so shallow that he betrays their own trendy self-righteousness.,National Review,Assassination Nation,2018-11-02,"['Comedy', 'Horror', 'Thriller']"
377,377,rotten,certified-fresh,90.0,Scott inflates Ashby's legend to the same useless effect that the recent Brian De Palma doc deflated his artistry.,National Review,Hal,2018-11-02,['Documentary']
378,378,fresh,rotten,13.0,Timing can mean everything when a routine genre film appears in the culture; it's an amusing cultural coincidence that Peppermint plays like the action-movie as op-ed.,National Review,Peppermint,2018-11-02,"['Action', 'Thriller']"
379,379,rotten,certified-fresh,85.0,"Infinity War is not just trash, but it turns age-old questions of faith into trash -- and does it for fun. Maybe the best word for that is: pathetic.",National Review,Avengers: Infinity War,2018-11-01,"['Adventure', 'Action', 'Science Fiction']"
380,380,fresh,certified-fresh,87.0,"Denis and Binoche might have created a feel-good-about-feeling-bad hit by daring contemporary moviegoers to face up to inner conflicts, the actual, socially destructive meaning of their ""resistance.""",National Review,Let the Sunshine In,2018-11-01,"['Drama', 'Comedy', 'Romance']"
381,381,fresh,certified-fresh,80.0,The cynical smartness that has afflicted contemporary journalism and made much recent cinema insufferable is confronted by Curran's conscientious dramatic rigor.,National Review,Chappaquiddick,2018-11-01,"['Drama', 'History', 'Thriller']"
382,382,fresh,rotten,54.0,Being reminded that an artist's genius sometimes contradicts his humanity has the effect of a wake-up call -- even though Hazanavicius reduces the innovator who changed the world to film-buff inside-jokes.,National Review,Redoubtable,2018-11-01,"['Drama', 'History']"
383,383,fresh,certified-fresh,80.0,Bruno Dumont's Jeannette: The Childhood of Joan of Arc [is] instantly stimulating: The story of France's patron saint who was martyred during the Hundred Years' War is told through the joyful noise of a heavy-metal musical.,National Review,Jeannette: The Childhood of Joan of Arc,2018-11-01,['Drama']
384,384,fresh,fresh,80.0,Bonnaire and Binochet are both startling in roles that vivify complex personalities. These female characters don't make excuses for themselves.,National Review,Catch the Wind,2018-11-01,['Drama']
385,385,rotten,certified-fresh,72.0,A once-great filmmaker has taken on a new avatar less heroic than Parzival. It is the avatar of a pandering crowd-pleaser.,National Review,Ready Player One,2018-11-01,"['Adventure', 'Action', 'Science Fiction']"
386,386,rotten,certified-fresh,90.0,Both auteurs shrivel into their spoiled-child selves. The self-dramatization in Ismael's film actually evades personal responsibility just like Anderson's self-referential dog-puppet toyland.,National Review,Isle of Dogs,2018-11-01,"['Animation', 'Comedy', 'Adventure']"
387,387,fresh,fresh,92.0,"Resnais and Semprún's themes are pleasure, happiness, riches, death, and the past -- as envisaged in the stylized recall of fancy-dressed individuals and the nation.",National Review,Stavisky,2018-10-31,"['Crime', 'Drama']"
388,388,rotten,rotten,42.0,"Its true purpose is not to unleash the public's inner child, but that inner sap who puts faith in mountebanks.",National Review,A Wrinkle in Time,2018-10-31,"['Adventure', 'Fantasy', 'Science Fiction', 'Family']"
389,389,rotten,rotten,45.0,"Trash like Red Sparrow, the Jennifer Lawrence spy movie, represents the garbagey essence of most Hollywood movies.",National Review,Red Sparrow,2018-10-31,"['Mystery', 'Thriller']"
390,390,rotten,fresh,86.0,Boasting is evident in Wilkerson's bona fides -- his lockstep progressivism.,National Review,Did You Wonder Who Fired the Gun?,2018-10-31,['Documentary']
391,391,fresh,rotten,18.0,Roth evokes both personal and social responsibility.,National Review,Death Wish,2018-10-31,"['Crime', 'Drama', 'Action', 'Thriller']"
392,392,rotten,certified-fresh,92.0,"No matter how much mainstream Hollywood talks about inclusion, Love, Simon proves that its primary concern is the status quo.",National Review,"Love, Simon",2018-10-31,"['Drama', 'Comedy', 'Romance']"
393,393,rotten,certified-fresh,93.0,Its attitude toward American individualism is unconnected to recognizable experience.,National Review,The Old Man & the Gun,2018-10-31,"['Crime', 'Drama', 'Comedy']"
394,394,rotten,certified-fresh,80.0,Boy Erased critiques religious policy instead of foreign policy. Yet it avoids dealing with the complications of dogma and belief and instead projects banal sentiments that confuse sexual and institutional fears.,National Review,Boy Erased,2018-10-31,['Drama']
395,395,rotten,certified-fresh,87.0,"In the new feature First Man, director Damien Chazelle aims to give a realistic, procedural account of Armstrong's journey, yet the poetry never happens. Chazelle's take is dour, deliberately unromantic.",National Review,First Man,2018-10-30,"['Drama', 'History']"
396,396,rotten,certified-fresh,98.0,It would be a cautionary tale if it wasn't also damnably sentimental in the peculiar vein of media accounts that seek to justify the behavior of a particular professional class and its favored types.,National Review,Can You Ever Forgive Me?,2018-10-30,"['Crime', 'Drama', 'Comedy']"
397,397,rotten,certified-fresh,90.0,"All Cooper and Gaga do is repeat a self-congratulatory Hollywood motto about artists ""having something to say."" Now is the wrong time for that.",National Review,A Star Is Born,2018-10-30,"['Music', 'Drama', 'Romance']"
398,398,rotten,certified-fresh,90.0,"Bodied never gets past the pretense of racial and youth solidarity imagined by Eminem, the egotistic pop-star.",National Review,Bodied,2018-10-30,"['Music', 'Drama', 'Comedy']"
399,399,rotten,fresh,65.0,Guadagnino updates the plot with horror-movie clichés and modern political conceits.,National Review,Suspiria,2018-10-30,['Horror']
400,400,rotten,certified-fresh,80.0,The film manipulates Southern California skateboarding culture with condescending emphasis on the lower economic class.,National Review,Mid90s,2018-10-30,"['Drama', 'Comedy']"
401,401,rotten,rotten,39.0,"While Fellini pondered the possibilities of sin and redemption, Nine 's all-singing, all-dancing, all-laughing remake proffers a mindless celebration of capital S (as in silly ) sin.",First Things,Nine,2018-08-03,"['Music', 'Drama', 'Romance']"
402,402,fresh,,,"Emphasising erotic candour and emotional extravagance, Hernandez's camera's dreamlike mobility gives visceral excitement to the spiritual yearnings of love-struck, sexually anxious young men",Sight & Sound,UNKNOWN,2018-07-30,"['Mystery', 'Action', 'Thriller']"
403,403,fresh,fresh,61.0,"""Uncle Drew confirms the urban legend that the best stand-up comedy, face-to-face drama, and spontaneously creative choreography can be found on city basketball courts.""",National Review,Uncle Drew,2018-07-21,['Comedy']
404,404,rotten,rotten,54.0,Fact is: This movie's white-liberal patronizing barely suppresses its loathing and repulsion for a figure it pretends to idolize.,National Review,"Roman J. Israel, Esq.",2018-07-20,"['Crime', 'Drama', 'Thriller']"
405,405,rotten,rotten,52.0,"Denzel Washington's The Equalizer 2, a pointlessly violent sequel to his pointlessly brutal 2014 box-office success, confirms the pointlessly dangerous black-male stereotype that sells.",National Review,The Equalizer 2,2018-07-20,"['Crime', 'Action', 'Thriller']"
406,406,rotten,rotten,48.0,"Skyscraper can't be called ""escapism"" - that word implies leaving some state of reality and consciousness whereas Skyscraper requires a willing immersion into nonsense.",National Review,Skyscraper,2018-07-18,"['Action', 'Thriller']"
407,407,rotten,certified-fresh,99.0,"It's indie-movie self-pity, served-up with obvious, preening social criticism.",National Review,Eighth Grade,2018-07-18,"['Drama', 'Comedy']"
408,408,fresh,fresh,71.0,LaBruce cuts through the pretense of recent mainstream-movie sexuality.,National Review,The Misandrists,2018-07-03,['Drama']
409,409,rotten,certified-fresh,93.0,"""The comic-book nature of their social outlawry reduces Zack Snyder's profound issues of faith and the supernatural into the typical Marvel mess of jokey, anti-mythological ultra-cynicism.""",National Review,Incredibles 2,2018-06-26,"['Animation', 'Action', 'Adventure', 'Family']"
410,410,rotten,fresh,69.0,"""Ocean's 8 normalizes crime as a method of selfish achievement, characteristic of American venality.""",National Review,Ocean's 8,2018-06-26,"['Crime', 'Comedy', 'Action']"
411,411,fresh,fresh,100.0,"""This Oedipal farce, perched on the edge of surrealist poetry, might be the most sophisticated sit-com ever.""",National Review,The Storm Within,2018-06-26,['Drama']
412,412,rotten,fresh,69.0,"""It flatters Millennial audiences, who are largely unschooled in the literary-cinematic history of chivalry, to romanticize their own self-gratifying assumption of virtue-signaling.""",National Review,Solo: A Star Wars Story,2018-06-26,"['Adventure', 'Action', 'Science Fiction']"
413,413,rotten,certified-fresh,94.0,"""Schrader still doesn't know how to make movies that express belief in a cause, or naturalism, or anything else.""",National Review,First Reformed,2018-06-26,['Drama']
414,414,fresh,rotten,43.0,"""Ray Meets Helen is political in the sense that matters most. It goes beneath the surface of its characters' differences to show what they have in common - what makes them soul mates.""",National Review,Ray Meets Helen,2018-06-26,"['Drama', 'Romance', 'Fantasy']"
415,415,rotten,rotten,47.0,"""The moral of 1993's Jurassic Park (""Just because we can do something doesn't mean we should"") bounces back in our faces with Jurassic World: Fallen Kingdom.""",National Review,Jurassic World: Fallen Kingdom,2018-06-26,"['Thriller', 'Action', 'Adventure', 'Science Fiction']"
416,416,fresh,fresh,86.0,"The originality of Woolley’s commanding, erudite, confirmed bachelor -- he’s the greatest “funny uncle” of all time -- lies in his subtle familiarity.",Out Magazine,The Man Who Came to Dinner,2018-04-19,"['Comedy', 'Romance']"
417,417,fresh,fresh,86.0,"The Member of the Wedding is a lyrical experience; you have to feel its rhythm and emotion, not just the literal meaning of its language.",Out Magazine,The Member of the Wedding,2018-04-19,['Drama']
418,418,fresh,fresh,70.0,"[T]he first good movie of 2018. . .the purely cinematic pantomime of person-to-person intimacy is a memorably powerful exploration of the intricacy of trust, and that's the film's political trump card.",National Review,Double Lover,2018-02-23,"['Drama', 'Thriller', 'Romance']"
419,419,fresh,fresh,63.0,"[T]his movie is more focused. . .with none of that trashy, distracting Hollywood romanticism. . .The Young Karl Marx is the real Reds. . .and rebellion is the film's real romance.",National Review,The Young Karl Marx,2018-02-23,"['Drama', 'History']"
420,420,rotten,fresh,96.0,Maddin's film obscures Hudson's triumph and sympathy. This is partly related to movies now being overwhelmed by the frowsy standards of television and Internet culture.,Out Magazine,The Green Fog,2018-02-20,['Documentary']
421,421,rotten,certified-fresh,96.0,"Black Panther turns racial politics into what Malcolm X called ""politricks"" . . . The media's enthusiasm for this bland action flick is maddening. The problem isn't one particular movie, but the celebration of the illusion of ""progress.""",National Review,Black Panther,2018-02-16,"['Action', 'Adventure', 'Science Fiction']"
422,422,fresh,rotten,23.0,The 15:17 to Paris [is] more than the typical docu-drama and confirms director Clint Eastwood's canny political instinct and his artistic daring.,National Review,The 15:17 to Paris,2018-02-14,"['Drama', 'History', 'Thriller']"
423,423,rotten,fresh,70.0,"The new western Hostiles was crowded out of the Oscar circle, yet it typifies the hostility that has befallen American genre films.",National Review,Hostiles,2018-01-26,"['Drama', 'History', 'Western']"
424,424,fresh,fresh,100.0,"... the personal stories of individual dancers-all cute, compelling-traps the film between trendy identity politics and giving queer cultural innovation the honor it deserves.",Out Magazine,Rebels on Pointe,2018-01-19,['Documentary']
425,425,fresh,fresh,86.0,"Rather than simply celebrate queer highlife, this abstract view (coordinating the blue sky, sea, tanned bodies and aerial perspectives) dares us to reflect and intellectualize.",Out Magazine,Dream Boat,2018-01-19,['Documentary']
426,426,fresh,,,"Much more than just a mystery movie, these male-female conflicts make Mike's Murder an all-American sexual thriller.",Out Magazine,Mike's Murder,2018-01-19,"['Mystery', 'Drama', 'Thriller']"
427,427,rotten,rotten,56.0,Screenwriter Bill Condon. . .turns the showman's innovations in advertising and public manipulation into models of humanitarianism. This is showbiz demagoguery.,National Review,The Greatest Showman,2018-01-19,['Drama']
428,428,fresh,certified-fresh,84.0,"Darkest Hour initiates a genuine, modern approach to political heroism and the Western sagacity that is out of favor. . .[It] is not jingoism; it is a politically aware, reflective performance.",National Review,Darkest Hour,2018-01-19,"['Drama', 'History']"
429,429,rotten,certified-fresh,82.0,"Molly's Game is a movie for those suckers who really do believe we are experiencing ""the golden age of television.""",National Review,Molly's Game,2018-01-19,"['Crime', 'Drama']"
430,430,rotten,rotten,47.0,[Downsizing is director Alexander] Payne's ultimate revenge on American film tradition. His inability to imagine an original story - to move an audience's basic aspirations without guilt - is another sign of decadence.,National Review,Downsizing,2018-01-19,"['Drama', 'Comedy', 'Science Fiction']"
431,431,rotten,certified-fresh,91.0,"Phantom Thread is a revisionist genre film. Set in the 1950s, it not only reworks fashion flicks from Lucy Gallant to Funny Face (the complementary confluence of two industries) but perverts their female-objectifying iconography.",National Review,Phantom Thread,2018-01-19,"['Drama', 'Romance']"
432,432,rotten,certified-fresh,92.0,"This mash-up of alien and immigrant hardship, in which lonely Elisa finds sexual release with a sea creature, is pervy, ridiculous, and humorless.",National Review,The Shape of Water,2018-01-19,"['Drama', 'Romance', 'Fantasy']"
433,433,rotten,certified-fresh,88.0,The Post is a snootily white-collar movie faking common-man virtues. . .[it] validates the slippery slope that brought us to today's shameless media partisanship.,National Review,The Post,2018-01-19,"['Drama', 'History']"
434,434,rotten,certified-fresh,91.0,"The new, machine-tooled The Last Jedi is sufficiently busy (action scenes occurring every ten minutes) to make you grateful that it is, at least, agreeably paced, even if it isn't really about anything.",National Review,Star Wars: The Last Jedi,2018-01-19,"['Adventure', 'Action', 'Science Fiction']"
435,435,rotten,certified-fresh,91.0,"A satirical look at bad filmmaking that is itself bad filmmaking. . .Wiseau and Sestero are both pitied and ridiculed. . .The Disaster Artist is being bizarrely acclaimed, proof that the idea of art has died in Hollywood.",National Review,The Disaster Artist,2018-01-19,"['Drama', 'Comedy']"
436,436,rotten,certified-fresh,90.0,There hasn't been a piece of warped Americana this ugly since the 2003 documentary Capturing the Friedmans. Harding's humanity means less to the filmmakers than does the possibility of her guilt.,National Review,"I, Tonya",2018-01-19,"['Drama', 'Comedy']"
437,437,rotten,rotten,52.0,"This film is strangely celibate, a tribute that stays out of the way of Morrissey's own charisma and self-mythologizing.",Out Magazine,England Is Mine,2017-12-19,['Drama']
438,438,rotten,certified-fresh,90.0,"Every risible moment exposes the filmmaker's class, race and gender contempt-it's camp on ice and the farthest thing from the gay sensibility that contemporary Hollywood sorely lacks.",Out Magazine,"I, Tonya",2017-12-19,"['Drama', 'Comedy']"
439,439,rotten,certified-fresh,94.0,Compared with. . .any number of films dealing with down-to-earth sexual feelings that go wild. . .Call Me By Your Name is trite. . .Few recent films have so bluntly proclaimed moral pessimism.,National Review,Call Me by Your Name,2017-12-01,"['Drama', 'Romance']"
440,440,rotten,certified-fresh,97.0,Mudbound typifies a new kind of unpleasant entertainment based on social-justice homilies. . .But Mudbound becomes tiresome from its opening scene. . .[It] lacks the authenticity and justification of genuine folk art.,National Review,Mudbound,2017-11-30,['Drama']
441,441,fresh,rotten,39.0,Justice League. . . [is] one of those wondrous Zack Snyder extravaganzas that fulfill the aesthetic potential of comic-book graphics and achieves essential cinema kinetics.,National Review,Justice League,2017-11-17,"['Action', 'Adventure', 'Science Fiction']"
442,442,rotten,fresh,60.0,"[The film's] message, a condensation of post-election, globalist cynicism, comes across loud and clear in Branagh's showboating direction (pointless, zooming imagery shot in 65mm) and his dull show-offing in the role of Belgian detective Hercule Poirot.",National Review,Murder on the Orient Express,2017-11-10,"['Mystery', 'Drama', 'Crime']"
443,443,rotten,certified-fresh,90.0,"McDonagh uses advertising as a metaphor for aggravated communication, as apparent in our media and social relations, but, regrettably, it's also a foreigner's careless simplification of America's current unease.",National Review,"Three Billboards Outside Ebbing, Missouri",2017-11-10,"['Crime', 'Drama']"
444,444,fresh,certified-fresh,99.0,Lady Bird is a sensible tribute to the spirit of Claudia Alta Taylor Johnson. . .The film's conflicts are surprisingly touching.,National Review,Lady Bird,2017-11-03,"['Drama', 'Comedy']"
445,445,fresh,certified-fresh,98.0,"Finally, a movie that sets Brokeback Mountain straight.",Out Magazine,God's Own Country,2017-11-03,"['Drama', 'Romance']"
446,446,rotten,rotten,57.0,LBJ isn't a satire like Oliver Stone's serious lampoon of a political scion. It's something less - and weirder. . .This third-rate but expedient film regrets the decency we've lost and that Reiner is nostalgic for.,National Review,LBJ,2017-11-03,"['Drama', 'History']"
447,447,rotten,certified-fresh,86.0,"Novitiate is a scandalous, shameless anti-Catholic freak show.",National Review,Novitiate,2017-11-03,['Drama']
448,448,fresh,certified-fresh,99.0,BPM is a near-great film about hope and suffering that gives sex its proper rank in the scale of human relations.,National Review,BPM (Beats Per Minute),2017-11-03,['Drama']
449,449,fresh,certified-fresh,85.0,The Square is probably the film of the year - though that's not necessarily a good thing.,National Review,The Square,2017-10-27,['Drama']
450,450,rotten,certified-fresh,92.0,"[U]nbearable to watch. . .There is no plot here, to speak of, just an indulgent display of each male's obnoxious behavior, separated into pseudo-literary chapters.",National Review,The Meyerowitz Stories (New and Selected),2017-10-27,"['Drama', 'Comedy']"
451,451,fresh,rotten,57.0,"Against the tide of political correctness, The Delta was first to chart the unsafe streams of gay experience.",Out Magazine,The Delta,2017-10-25,['Drama']
452,452,rotten,certified-fresh,84.0,This skin-deep look at young male sexuality makes Frankie's behavior perplexing.,Out Magazine,Beach Rats,2017-10-25,"['Drama', 'Romance']"
453,453,fresh,certified-fresh,85.0,Polina [is] one of the most emotionally accurate coming-of-age films of recent years.,Out Magazine,Polina,2017-10-25,['Drama']
454,454,fresh,certified-fresh,83.0,Yet. seeing Laakonsens' fantasies realized exponentially confirms that his erotica is timeless. Tom of Finland commemorates gay culture's Toulouse-Lautrec.,Out Magazine,Tom of Finland,2017-10-25,['Drama']
455,455,fresh,fresh,95.0,The raspy passion of Chavela's singing connects the romantic fatalism of Mexican folk and pop music to the soulful understanding of gay life that defines filmmakers such as [Pedro] Almodovar.,Out Magazine,Chavela,2017-10-25,['Documentary']
456,456,rotten,fresh,89.0,Nobody's Watching vacillates between being an immigration sob story or a treatise on gay freedom.,Out Magazine,Nobody's Watching,2017-10-25,['Drama']
457,457,rotten,certified-fresh,81.0,[T]he film treats historical matters flippantly. . .This approach would be dismissable except that it's also part of the currently fashionable ahistorical attitude toward black Americans' personal and public progress.,National Review,Marshall,2017-10-18,['Drama']
458,458,rotten,certified-fresh,96.0,"The Florida Project represents a new low in class condescension. . .[Director] Baker loves irresponsible, antisocial types, and his method is similarly undisciplined.",National Review,The Florida Project,2017-10-09,['Drama']
459,459,rotten,certified-fresh,88.0,[Director] Villeneuve never strikes the moral terror that has distinguished his best films. . .Blade Runner's awesomeness is gone.,National Review,Blade Runner 2049,2017-10-09,"['Drama', 'Science Fiction']"
